trigger(1): jgen -> gen, src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedListSerializer.java, 65, ParameterName, 9ed3abf2f233a789c28f863221f3da6681b9cf86
9: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 120, 'ParameterName']
10: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializers.java', 123, 'ParameterName']
11: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 83, 'ParameterName']
12: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/UnknownSerializer.java', 21, 'ParameterName']
13: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 36, 'ParameterName']
14: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdKeySerializer.java', 25, 'ParameterName']
15: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ext/DOMSerializer.java', 34, 'ParameterName']
16: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 138, 'ParameterName']
17: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java', 3209, 'ParameterName']
18: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEnumSerialization.java', 75, 'ParameterName']
19: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/node/BaseJsonNode.java', 94, 'ParameterName']
20: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestConfig.java', 172, 'VariableName']
21: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/deser/TestArrayDeserialization.java', 73, 'ParameterName']
22: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 145, 'ParameterName']
23: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 52, 'ParameterName']
24: ['tmpJgen', 'tmpGen', 'src/main/java/com/fasterxml/jackson/databind/ObjectWriter.java', 892, 'VariableName']
25: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 164, 'ParameterName']
26: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestJsonSerialize2.java', 44, 'ParameterName']
27: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/node/TestConversions.java', 234, 'ParameterName']
28: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 134, 'ParameterName']
29: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BooleanSerializer.java', 38, 'ParameterName']
30: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdJdkSerializers.java', 94, 'ParameterName']
31: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 245, 'ParameterName']
32: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdJdkSerializers.java', 145, 'ParameterName']
33: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestSimpleModule.java', 83, 'ParameterName']
34: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/contextual/TestContextAttributeWithSer.java', 22, 'ParameterName']
35: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestCustomSerializers.java', 36, 'ParameterName']
36: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ArraySerializerBase.java', 77, 'ParameterName']
37: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 67, 'ParameterName']
38: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 209, 'ParameterName']
39: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestTypeModifiers.java', 141, 'ParameterName']
40: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/BeanPropertyWriter.java', 661, 'ParameterName']
41: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/MapEntrySerializer.java', 216, 'ParameterName']
42: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestSimpleModule.java', 48, 'ParameterName']
43: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FilteredBeanPropertyWriter.java', 112, 'ParameterName']
44: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 177, 'ParameterName']
45: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/JsonSerializable.java', 28, 'ParameterName']
46: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 442, 'ParameterName']
47: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/MapProperty.java', 95, 'ParameterName']
48: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringArraySerializer.java', 192, 'ParameterName']
49: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetAddressSerializer.java', 38, 'ParameterName']
50: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/util/JSONPObject.java', 66, 'ParameterName']
51: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/CollectionSerializer.java', 97, 'ParameterName']
52: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TimeZoneSerializer.java', 21, 'ParameterName']
53: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/TestObjectMapperBeanDeserializer.java', 37, 'ParameterName']
54: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 519, 'ParameterName']
55: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/IterableSerializer.java', 74, 'ParameterName']
56: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/AnyGetterWriter.java', 51, 'ParameterName']
57: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestCollectionSerialization.java', 70, 'ParameterName']
58: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/SerializerProvider.java', 1008, 'ParameterName']
59: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/MapEntrySerializer.java', 268, 'ParameterName']
60: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/node/DecimalNode.java', 97, 'ParameterName']
61: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 177, 'ParameterName']
62: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FailingSerializer.java', 33, 'ParameterName']
63: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 133, 'ParameterName']
64: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/DateSerializer.java', 45, 'ParameterName']
65: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 330, 'ParameterName']
66: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 49, 'ParameterName']
67: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 695, 'ParameterName']
68: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 135, 'ParameterName']
69: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 119, 'ParameterName']
70: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 159, 'ParameterName']
71: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/contextual/TestContextualSerialization.java', 137, 'ParameterName']
72: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/FilteredBeanPropertyWriter.java', 131, 'ParameterName']
73: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 134, 'ParameterName']
74: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 184, 'ParameterName']
75: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 60, 'ParameterName']
76: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdSerializer.java', 76, 'ParameterName']
77: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 98, 'ParameterName']
78: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumMapSerializer.java', 192, 'ParameterName']
79: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 155, 'ParameterName']
80: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestJsonSerialize.java', 120, 'ParameterName']
81: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/UUIDSerializer.java', 40, 'ParameterName']
82: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetSocketAddressSerializer.java', 42, 'ParameterName']
83: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 79, 'ParameterName']
84: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectReader.java', 1023, 'ParameterName']
85: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 144, 'ParameterName']
86: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 132, 'ParameterName']
87: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/JsonSerializable.java', 46, 'ParameterName']
88: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java', 558, 'ParameterName']
89: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/SerializableSerializer.java', 48, 'ParameterName']
90: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/JsonSerializer.java', 104, 'ParameterName']
91: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 179, 'ParameterName']
92: ['jgen', 'gen', 'src/test/java/perf/ManulWritePerfWithUUID.java', 56, 'ParameterName']
93: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 147, 'ParameterName']
94: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/node/TestConversions.java', 64, 'ParameterName']
95: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 133, 'ParameterName']
96: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/WritableObjectId.java', 29, 'ParameterName']
97: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/util/JSONWrappedObject.java', 69, 'ParameterName']
98: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 145, 'ParameterName']
99: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/TestHandlerInstantiation.java', 106, 'ParameterName']
100: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 360, 'ParameterName']
101: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 167, 'ParameterName']
102: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectWriter.java', 923, 'ParameterName']
103: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java', 610, 'ParameterName']
104: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetSocketAddressSerializer.java', 22, 'ParameterName']
105: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 261, 'ParameterName']
106: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 193, 'ParameterName']
107: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java', 648, 'ParameterName']
108: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TokenBufferSerializer.java', 49, 'ParameterName']
109: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 201, 'ParameterName']
110: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyWriter.java', 92, 'ParameterName']
111: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/DefaultSerializerProvider.java', 214, 'ParameterName']
112: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEnumSerialization.java', 82, 'ParameterName']
113: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 197, 'ParameterName']
114: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 95, 'ParameterName']
115: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 56, 'ParameterName']
116: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdDelegatingSerializer.java', 162, 'ParameterName']
117: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/DefaultSerializerProvider.java', 154, 'ParameterName']
118: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 155, 'ParameterName']
119: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/JsonValueSerializer.java', 189, 'ParameterName']
120: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/BeanPropertyWriter.java', 772, 'ParameterName']
121: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/UnwrappingBeanSerializer.java', 123, 'ParameterName']
122: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 122, 'ParameterName']
123: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/RawSerializer.java', 36, 'ParameterName']
124: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ObjectArraySerializer.java', 299, 'ParameterName']
125: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/DateTimeSerializerBase.java', 125, 'ParameterName']
126: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/DefaultSerializerProvider.java', 270, 'ParameterName']
127: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringCollectionSerializer.java', 115, 'ParameterName']
128: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 91, 'ParameterName']
129: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyWriter.java', 119, 'ParameterName']
130: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ObjectArraySerializer.java', 206, 'ParameterName']
131: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/FileSerializer.java', 25, 'ParameterName']
132: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/module/TestSimpleModule.java', 124, 'ParameterName']
133: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 94, 'ParameterName']
134: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestMapSerialization.java', 47, 'ParameterName']
135: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ObjectArraySerializer.java', 263, 'ParameterName']
136: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TokenBufferSerializer.java', 30, 'ParameterName']
137: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestEnumSerialization.java', 148, 'ParameterName']
138: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 122, 'ParameterName']
139: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 104, 'ParameterName']
140: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 147, 'ParameterName']
141: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java', 2098, 'ParameterName']
142: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectWriter.java', 648, 'ParameterName']
143: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 114, 'ParameterName']
144: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java', 3177, 'ParameterName']
145: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 104, 'ParameterName']
146: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java', 3147, 'ParameterName']
147: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 119, 'ParameterName']
148: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestFeatures.java', 216, 'VariableName']
149: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestJsonSerialize3.java', 16, 'ParameterName']
150: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 124, 'ParameterName']
151: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectReader.java', 1371, 'ParameterName']
152: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/deser/TestCustomDeserializers.java', 136, 'ParameterName']
153: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java', 688, 'ParameterName']
154: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 119, 'ParameterName']
155: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/SerializerProvider.java', 974, 'ParameterName']
156: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/EnumSetSerializer.java', 47, 'ParameterName']
157: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringArraySerializer.java', 162, 'ParameterName']
158: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/filter/TestMapFiltering.java', 49, 'ParameterName']
159: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 156, 'ParameterName']
160: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/NonTypedScalarSerializerBase.java', 25, 'ParameterName']
161: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 194, 'ParameterName']
162: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 124, 'ParameterName']
163: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 71, 'ParameterName']
164: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/UnwrappingBeanSerializer.java', 108, 'ParameterName']
165: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 682, 'ParameterName']
166: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/JsonSerializer.java', 134, 'ParameterName']
167: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/node/TestConversions.java', 56, 'ParameterName']
168: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/AttributePropertyWriter.java', 77, 'ParameterName']
169: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/TimeZoneSerializer.java', 16, 'ParameterName']
170: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 84, 'ParameterName']
171: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 144, 'ParameterName']
172: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/TestObjectMapperBeanDeserializer.java', 51, 'ParameterName']
173: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/MapProperty.java', 127, 'ParameterName']
174: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 141, 'ParameterName']
175: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/type/TypeBase.java', 85, 'ParameterName']
176: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 126, 'ParameterName']
177: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/StringArraySerializer.java', 148, 'ParameterName']
178: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsWrapperTypeSerializer.java', 130, 'ParameterName']
179: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java', 589, 'ParameterName']
180: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/UnwrappingBeanPropertyWriter.java', 72, 'ParameterName']
181: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/SerializableSerializer.java', 41, 'ParameterName']
182: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestExceptionHandling.java', 32, 'ParameterName']
183: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializers.java', 141, 'ParameterName']
184: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedListSerializer.java', 76, 'ParameterName']
185: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializers.java', 195, 'ParameterName']
186: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/SerializerProvider.java', 922, 'ParameterName']
187: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/SimpleBeanPropertyFilter.java', 89, 'ParameterName']
188: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 88, 'ParameterName']
189: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 77, 'ParameterName']
190: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedStringListSerializer.java', 165, 'ParameterName']
191: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/NullSerializer.java', 28, 'ParameterName']
192: ['jgen', 'gen', 'backup/TypeSerializerWrapper.java', 101, 'ParameterName']
193: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 195, 'ParameterName']
194: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java', 2137, 'ParameterName']
195: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 153, 'ParameterName']
196: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/IndexedListSerializer.java', 119, 'ParameterName']
197: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 610, 'ParameterName']
198: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestAnnotations.java', 151, 'ParameterName']
199: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 184, 'ParameterName']
200: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/introspect/TestJacksonAnnotationIntrospector.java', 100, 'ParameterName']
201: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/CollectionSerializer.java', 143, 'ParameterName']
202: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectMapper.java', 2123, 'ParameterName']
203: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/InetAddressSerializer.java', 21, 'ParameterName']
204: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/PropertyWriter.java', 111, 'ParameterName']
205: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdArraySerializers.java', 184, 'ParameterName']
206: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 151, 'ParameterName']
207: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/CollectionSerializer.java', 84, 'ParameterName']
208: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ObjectWriter.java', 882, 'ParameterName']
209: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/JsonValueSerializer.java', 151, 'ParameterName']
210: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestFeatures.java', 195, 'VariableName']
211: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsPropertyTypeSerializer.java', 74, 'ParameterName']
212: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java', 525, 'ParameterName']
213: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ext/CoreXMLSerializers.java', 51, 'ParameterName']
214: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsArrayTypeSerializer.java', 114, 'ParameterName']
215: ['jgen', 'gen', 'src/test/java/com/fasterxml/jackson/databind/ser/TestBeanSerializer.java', 221, 'ParameterName']
216: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/StdScalarSerializer.java', 39, 'ParameterName']
217: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/TypeSerializer.java', 135, 'ParameterName']
218: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 62, 'ParameterName']
219: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/impl/WritableObjectId.java', 51, 'ParameterName']
220: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExternalTypeSerializer.java', 93, 'ParameterName']
221: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/jsontype/impl/AsExistingPropertyTypeSerializer.java', 35, 'ParameterName']
222: ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/NumberSerializers.java', 221, 'ParameterName']
223: IDMATCH EXMATCH ['jgen', 'gen', 'src/main/java/com/fasterxml/jackson/databind/ser/std/ToStringSerializer.java', 77, 'ParameterName']
